source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude
news.monstersandcritics,http://news.monstersandcritics.com/asiapacific/news/article_1392201.php/12_killed_in_floods_landslides_in_the_Philippines,462,02/21/2008 12:00:00 AM,,Albay province,"123,651 people displaced from flooding and slides",Albay province,unknown,landslide,rain,medium,unknown,1.0,,,,,glc,462.0,Philippines,PH,Bicol,4491.0,Parabcan,4.62101,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,123.7851,13.6944
www.bworldonline.com,"http://www.bworldonline.com/content.php?section=Nation&title=Zamboanga-evacuees-due-to-floods-hit-17,000&id=77801",5596,10/09/2013 12:00:00 AM,,"Upper Pasonanca, Zamboanga City","Following landslides in Lansones and Malagutay districts, another incident occurred in Upper Pasonanca on Wednesday. The landslide destroyed a portion of a ...","Upper Pasonanca, Zamboanga City",5km,landslide,construction,medium,unknown,,,,,,glc,5596.0,Philippines,PH,Zamboanga Peninsula,457623.0,Zamboanga,5.66621,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,122.0727,6.9615
Inquirer,http://newsinfo.inquirer.net/713933/davao-del-norte-landslide-destroys-upland-houses-pdrrmc,7338,08/17/2015 06:30:00 PM,,"Talaingod town, Davao del Norte","Three houses were destroyed when a landslide hit an upland village in Talaingod town, Davao del Norte, on Monday, disaster officials said Tuesday.","Talaingod town, Davao del Norte",50km,landslide,downpour,medium,unknown,0.0,0.0,,,,glc,7338.0,Philippines,PH,Davao,4894.0,Palma Gil,2.02654,09/03/2015 09:22:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,125.6118,7.6483
newsinfo.inquirer,http://newsinfo.inquirer.net/10822/baby-survives-naga-landslide,3549,05/28/2011 11:00:00 AM,,"Naalad(Na-alad), Naga municipality, South Cebu","May 31st, 2011   A baby girl  survived being crushed by boulders that fell on her grandfather’s home in Naga City, south Cebu.  The landslide took place 11 a.m. Saturday in barangay Naalad, but it wasn’t until yesterday that the full extent of the landslide was seen by government geologists.  The baby’s  father Reynante Panilag, 24,  was at a river washing his motorcycle when he heard a loud crash.  He returned to find several boulders had fallen on  top of houses in their neighborhood.  “I panicked after my wife shouted that our daughter was left in my father’s house,” Panilag said.  He ran back to their nipa hut, and found it smashed  by  a  boulder the size of a dining table.  The same boulder fell on his father’s concrete house a few meters below, ruining half of it.  A  large hole in the roof showed the entry point.  Inside, his 1-year-old daughter was in her cradle covered in dust.  “I thought she was dead.  I was so relieved when I heard her cry,” Panilag said.  His 73-year-old ","Naalad(Na-alad), Naga municipality, South Cebu",1km,complex,downpour,medium,unknown,0.0,,,,,glc,3549.0,Philippines,PH,Central Visayas,4063.0,Pangdan,1.62549,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,123.7344,10.2165
philstar,http://www.philstar.com/nation/2012/10/29/861252/batangas-landslides-leave-2-kids-dead,4597,10/25/2012 12:00:00 AM,,"Matamis, Rosario","Two children were killed in rain-induced landslides that struck San Juan and Rosario towns in Batangas last Thursday, authorities said. Vicente Tomazar, chairman of the Regional Disaster Risk Reduction and Management Council, identified the casualties as Princess Najera, 4, and Nemmy Mary Ann Dapa, 12, of Barangay Ugong, San Juan and Barangay Matamis, Rosario, respectively.","Matamis, Rosario",1km,landslide,rain,medium,unknown,1.0,,,,,glc,4597.0,Philippines,PH,Metro Manila,617301.0,Pasig City,0.96724,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,121.07,14.5894
www.sunstar.com.ph,http://www.sunstar.com.ph/zamboanga/local-news/2013/08/11/troops-initiate-aerial-relief-operations-297310,5286,08/05/2013 12:00:00 AM,,"Gutalac, Zamboanga Del Norte","AN INTER-AGENCY Òaerial reliefÓ operation was conducted in the villages in Gutalac, Zamboanga del Norte that were isolated from the rest of the province after they were hardly hit by flashfloods and landslides. ArmyÕs 101st Infantry Brigade spokesman Major Randy Veracion said the relief operations were conducted Saturday, following the landslides and flashfloods spawned by continuous downpour brought about by the low pressure area being experienced in the region. Among the hardest hit villages are Cacupong, Map, Tipan, Sibalic and Panganuran, said Veracion. He said Lieutenant Colonel Leonel Nicolas, commander of the ArmyÕs 10th Infantry Battalion, organized the inter-agency collaboration to ensure the immediate delivery of relief goods from the provincial and municipal governments, and the Department of Social Welfare and Development to the affected families. He said that initially, a total of 497 packs of relief goods and 41 bottles (four liters) of mineral water were distributed to B","Gutalac, Zamboanga Del Norte",25km,landslide,continuous_rain,medium,unknown,,,,,,glc,5286.0,Philippines,PH,Zamboanga Peninsula,0.0,Gutalac,3.92503,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,122.3698,7.9756
gmanews.tv,http://www.gmanews.tv/story/54914/9-yr-old-boy-dies-in-Baguio-landslide,164,08/08/2007 12:00:00 AM,,Baguio City,closest to predicted location of Baguio (23.94 km),Baguio City,10km,landslide,rain,medium,unknown,1.0,,,,,glc,164.0,Philippines,PH,Cordillera Administrative Region,41258.0,La Trinidad,2.44792,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,120.5763,16.4357
GMA News,http://www.gmanetwork.com/news/story/379167/news/regions/landslides-and-flashfloods-in-parts-of-luzon-as-luis-makes-landfall,6333,11/14/2014 12:00:00 AM,,Luzon,"Incidents of flooding, flash floods, and landslides were recorded in areas in Luzon on Sunday as heavy rains brought by Typhoon Luis and the Southwest Monsoon, or Habagat, continued to fall.",Luzon,unknown,landslide,tropical_cyclone,medium,unknown,0.0,0.0,,,,glc,6333.0,Philippines,PH,Cordillera,6819.0,Lagawe,4.80566,11/03/2014 10:41:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,121.1138,16.8431
GMA News,http://www.gmanetwork.com/news/story/585875/news/nation/ndrrmc-seven-people-killed-in-landslides-triggered-by-typhoon-lawin,9666,10/20/2016 12:00:00 AM,,"Sablang, Kibungan",The National Disaster Risk Reduction and Management Council (NDRRMC) confirmed on Friday that seven people were killed in landslides triggered by Typhoon Lawin (international name: Haima) in the Cordillera Administrative Region (CAR) in Northern Luzon.,"Sablang, Kibungan",25km,landslide,tropical_cyclone,medium,unknown,3.0,0.0,Lawin,,,glc,9666.0,Philippines,PH,Cordillera,7912.0,Kibungan,0.34048,10/28/2016 08:36:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,120.6583,16.6962
GMA News,http://www.gmanetwork.com/news/story/381113/news/regions/ndrrmc-2-killed-in-negros-oriental-landslide,6259,09/22/2014 11:00:00 PM,,Sitio Pandaitan in Barangay Sta. Cruz Nuevo,"At least two people were killed in a landslide in Tanjay City in Negros Oriental province last Monday, the National Disaster Risk Reduction and Management Council said Saturday.",Sitio Pandaitan in Barangay Sta. Cruz Nuevo,25km,landslide,unknown,unknown,unknown,2.0,0.0,,,,glc,6259.0,Philippines,PH,Central Visayas,4731.0,Santa Cruz,2.90097,10/17/2014 08:34:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,123.0845,9.5192
gmanews,http://www.gmanews.tv/story/174186/deaths-from-luzon-landslides-floods-exceed-100,1236,10/08/2009 12:00:00 AM,,Tublay town,"Also on Thursday, six people were reported to have been buried in a landslide, including an infant, in Tublay town. A worker at the provincial engineering office also reportedly died in an accident while assisting in the clearing operations.",Tublay town,5km,landslide,tropical_cyclone,medium,unknown,7.0,,Tropical Depression Parma,,,glc,1236.0,Philippines,PH,Cordillera Administrative Region,3706.0,Tublay,4.22865,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,120.6336,16.5127
www.sunstar.com.ph,http://www.sunstar.com.ph/cebu/local-news/2013/07/22/floods-strike-2-cebu-cities-293769,5144,07/20/2013 11:00:00 PM,,"Sitio Lokana, Kalunasan, Cebu City (Midpoint)","A long and heavy downpour Saturday night triggered landslides in two barangays of Cebu City and flooded major city streets in both Cebu and Mandaue cities. Aside from that, he said there is a need to evacuate all the 4,000 to 6,000 families living in the danger zones, for their safety. In Kalunasan, ... A landslide was also recorded in Sitio Lokana, also in Kalunasan, which affected one house.","Sitio Lokana, Kalunasan, Cebu City (Midpoint)",10km,landslide,downpour,medium,unknown,0.0,1.0,,,,glc,5144.0,Philippines,PH,Central Visayas,798634.0,Cebu City,0.59255,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,123.8946,10.313
news.yahoo,http://news.yahoo.com/s/ap/20091009/ap_on_re_as/as_asia_storm,1230,10/08/2009 12:00:00 AM,,"Baguio City, Cordillera Region","Landslides blocked the roads to the mountain city of Baguio in the heart of the Cordillera region. About 100 landslides have struck the region since the weekend, said Rex Manuel, another relief official. Other report: Baguio City had at least seven incidents of landslides from 8:30 p.m. Thursday to about 10 a.m. Friday, claimed the lives of 25 people. Other report:  At least 50 people were killed in Baguio after it was hit by 38 landslides. The city was also cut off for three days due to damaged highways. ","Baguio City, Cordillera Region",10km,landslide,tropical_cyclone,large,unknown,50.0,,Tropical Depression Pepeng,,,glc,1230.0,Philippines,PH,Cordillera Administrative Region,272714.0,Baguio,1.68224,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,120.5967,16.4016
Inquirer.net,http://newsinfo.inquirer.net/inquirerheadlines/regions/view_article.php?article_id=97393,330,10/28/2007 12:00:00 AM,,"Baras Town Virac, Catanduanes Province","rain began 10am on 10-26 and continued to following evening, affected many areas. The landslide-hit areas were the villages of Balongbong and Sibacungan in Bato; Boton, Pangilao, Buhi, and Siay in San Miguel; Lubas, Borocbosoc and Cabungahan in San Andres; Panabananon and Dariao in Caramoran; and Batolinao, Salvacion, Tilod, Paniquihan and Puraran in Baras.","Baras Town Virac, Catanduanes Province",25km,landslide,rain,large,unknown,,,,,,glc,330.0,Philippines,PH,Bicol,0.0,Baras,5.04566,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,124.35,13.7
www.abs-cbnnews.com,http://www.abs-cbnnews.com/nation/regions/08/04/13/landslides-damage-homes-roads-zamboanga-city,5262,08/04/2013 03:00:00 PM,,"Sitio Gasang, Barangay Curuan ","Landslides, which the authorities said were due by heavy rain, damaged property in two barangays in Zamboanga City on Saturday afternoon. Five houses and a farm-to-market road were damaged in Sitio Gasang, Barangay Curuan due to a landslide. According to Barangay Chairman Noel Perez, the landslide was caused by heavy rain. Residents said that in the past two weeks, they noticed cracks in the road, which may have been an indicator of a possible landslide. However, it was only yesterday that the landslide occurred, making the road impassable. No casualties were reported.","Sitio Gasang, Barangay Curuan ",10km,landslide,downpour,medium,unknown,0.0,,,,,glc,5262.0,Philippines,PH,Zamboanga Peninsula,6775.0,Curuan,0.42646,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,122.2299,7.2075
philstar,http://www.philstar.com/Article.aspx?articleId=640537&publicationSubCategoryId=67,2858,12/17/2010 12:00:00 AM,,"Calanasan and barangay Elena(?), Apayao, Cordillera","Updated December 19, 2010 12:00 AM  BAYOMBONG, Nueva Vizcaya , Philippines -  At least two Apayao towns have been hit by a series of landslides caused by continued rainfall over the northern Cordillera province since Wednesday.   Senior Superintendent Nestor Bergonia, Apayao police director, said the landslides have made it difficult to reach the towns of Conner and Calanasan. Landslide occurred between 15-18th.","Calanasan and barangay Elena(?), Apayao, Cordillera",10km,landslide,downpour,medium,unknown,0.0,,,,,glc,2858.0,Philippines,PH,Cordillera Administrative Region,0.0,Calanasan,4.00048,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,121.0489,18.2216
abs-cbnnews,http://www.abs-cbnnews.com/nation/regions/06/27/10/boy-dead-another-hurt-batangas-landslide,2019,06/26/2010 04:30:00 PM,,"TM Kalaw Street, Barangay 3, Lipa City","An 11-year old boy died while his younger cousin was hurt when they were buried in a landslide in Barangay 3, Lipa City on Saturday evening, police said.  According to reports, the 2 boys were playing on top of a concrete fence near a creek along TM Kalaw Street when it suddenly collapsed around 4:30 p.m., subsequently burying the victims.","TM Kalaw Street, Barangay 3, Lipa City",5km,landslide,unknown,medium,above_river,1.0,1.0,Collapsed retaining wall,,,glc,2019.0,Philippines,PH,Calabarzon,212287.0,Lipa City,0.51815,09/12/2014 03:36:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,121.1622,13.9457
Philippine Information Agency,http://news.pia.gov.ph/article/view/1141476933438/six-road-sections-in-car-are-closed-to-traffic-due-to-typhoon-lawin,9656,10/20/2016 12:00:00 AM,,Kennon Road,"The Department of Public Works and Highways reported that as of 6:00 o’clock in the morning of October 20, six (6) road sections in CAR are closed to traffic due to soil collapse, submerged detour road, roadslips, landslides and flooding.",Kennon Road,25km,landslide,tropical_cyclone,medium,above_road,0.0,0.0,Lawin,,,glc,9656.0,Philippines,PH,Cordillera,0.0,Tuba,5.54249,10/25/2016 12:58:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,120.5941,16.292
newsinfo.inquirer,http://newsinfo.inquirer.net/264690/2-killed-in-cebu-landslide,4538,09/05/2012 12:00:00 AM,," Sitio Pangilatan,  Barangay Cantao-an,naga,","A couple died Tuesday evening when rocks from a landslide fell on their house on the slope of a hill in Barangay Cantao-an, Naga City. The landslide was caused by a heavy downpour that occurred in Cebu Tuesday afternoon."," Sitio Pangilatan,  Barangay Cantao-an,naga,",10km,landslide,downpour,medium,unknown,,,,,,glc,4538.0,Philippines,PH,Bicol,4418.0,Palestina,4.62032,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,123.2804,13.64
skyscrapercity,http://www.skyscrapercity.com/showthread.php?p=65331243,2623,10/18/2010 11:00:00 PM,,"Mayoyao-Aguinaldo Road, Ifugao","Apayao’s Maranas River overflowed, obstructing traffic in a section of the Apayao-Ilocos Norte Road. Kms 668 and 672 of the Claveria-Calanasan Road are still closed due to landslides. All roads leading to Kalinga have been closed due to landslides. Kennon Rd. closed. The Mountain Province towns of Natonin, Paracelis and Sadanga have been isolated by landslides, said Edilberto Carabbacan, Cordillera director of the Department of Public Works and Highways. The OCD said road cuts closed Kilometer 400 of the Mt. Province-Ilocos Sur Road; the Mt. Province-Cagayan Road traversing the Tabuk-Enrile Road; Kilometer 410 of the Mutiti-Ampawilen Road; and Kilometer 420 of the Malanas-Mamaga Road, both in the Sadanga section of Mountain Province. Landslides also hit Kilometer 378 of the Halsema Highway (Gonogon section leading to Bontoc, Mountain Province), the main route bridging vegetable farms and the trading post at La Trinidad, Benguet. Kennon Road, a major route to and from Baguio, has been c","Mayoyao-Aguinaldo Road, Ifugao",10km,landslide,tropical_cyclone,medium,unknown,0.0,,Supertyphoon Juan (Megi),,,glc,2623.0,Philippines,PH,Cordillera Administrative Region,0.0,Natonin,16.27122,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,121.2711,16.9623
Inquirer.net,http://newsinfo.inquirer.net/562551/2000-families-flee-as-floods-landslides-hit-s-mindanao,5767,01/12/2014 12:00:00 AM,,Maco,"TAGUM CITY – One person was hurt and more than 2,000 families have fled to safer grounds due to landslides and flooding spawned by a low pressure area in several areas in southern Mindanao, authorities on Sunday said...... affected areas in the province, according to Gadingan, include New Corella (101 families), Kapalong (23 families), Tagum (78 families) and Carmen, with five families. In nearby Compostela Valley, a 5-year old boy was injured and three houses were buried in two landslides that hit the mining village of Mt. Diwata, in Monkayo town, on Saturday morning, police said.Minor landslides were also reported in the towns of Maco and Nabunturan, with floodwaters submerging most major roads across the province, said Senior Supt. Camilo Cascolan, provincial police chief. ",Maco,10km,landslide,tropical_cyclone,medium,unknown,0.0,0.0,Agaton,,,glc,5767.0,Philippines,PH,Davao,12520.0,Maco,0.78251,08/24/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,125.85,7.3667
cebuinfo.blogspot,http://cebuinfo.blogspot.com/2010/12/landslides-hit-2-villages.html,2802,12/10/2010 12:00:00 AM,,"barangay Cabatbatan(?), San Fernando municipality, Cebu province",Labitad said he will also have the backhoe loader work in Sitio Cabatbatan today to clear an area affected by a minor landslide.,"barangay Cabatbatan(?), San Fernando municipality, Cebu province",10km,landslide,downpour,small,unknown,0.0,,,,,glc,2802.0,Philippines,PH,Central Visayas,23706.0,San Fernando,4.62673,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,123.6703,10.182
ABS CBN News.com,http://news.abs-cbn.com/nation/regions/01/13/14/6-dead-landslide-dinagat-island,5772,01/13/2014 09:00:00 AM,,Road-1 Cagdianao,"According to Cagdianao police, the landslide happened at around 6:30 in the morning when a piece of land caved in in Purok 1 in Poblacion. Bodies were only recovered Monday afternoon.Two people were also wounded in the landslide. Another landslide was reported in the town of Basilisa, where hundreds of families were evacuated. No fatalities were reported in the town.  ",Road-1 Cagdianao,25km,landslide,tropical_cyclone,large,unknown,6.0,2.0,Agaton,,,glc,5772.0,Philippines,PH,Caraga,0.0,Libjo,5.97744,08/24/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,125.5872,10.2143
newsinfo.inquirer,http://newsinfo.inquirer.net/breakingnews/regions/view/20080223-120757/Man-killed-as-landslide-hits-mining-area,464,02/23/2008 12:00:00 AM,,"Barangay Kingking, Pantukan town, Composta Valley",3 days of continuous rain,"Barangay Kingking, Pantukan town, Composta Valley",25km,landslide,rain,medium,unknown,1.0,,,,,glc,464.0,Philippines,PH,Davao,0.0,Pantukan,0.0052,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,125.8992,7.1633
mindanews,http://www.mindanews.com/environment/2012/08/16/landslides-hit-4-villages-in-kapatagan/,4479,08/15/2012 01:00:00 AM,,"Kapatagan (Balili, Dunggoan, Taguitic and Margos)","At least four barangays along the national highway in Kapatagan, Lanao del Norte province were affected by landslides before dawn Wednesday due to a heavy downpour triggered by tropical storm Helen.Mayor Benjie Baguio told MindaNews the barangays affected by the landslides, which occurred at around 1 a.m., were Balili,  sitio Dunggoan in Lapinig, Taguitic and Margos.","Kapatagan (Balili, Dunggoan, Taguitic and Margos)",10km,landslide,rain,large,unknown,,,,,,glc,4479.0,Philippines,PH,Northern Mindanao,9664.0,Kapatagan,0.54213,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,123.7741,7.9007
news.pia.gov.ph,http://news.pia.gov.ph/index.php?article=71376897778,5374,08/19/2013 12:00:00 AM,,"K0348 + 900 Mabuhay And K0349 + 600 Gakian Sections In Gambang, Bakun","Clearing operations are ongoing in many  roads in the province due to landslide brought about by the continuous rains  brought by the southwest monsoon and enhanced by tropical storm  Maring. Department of Public Works and Highways (DPWH) _ Cordillera  Assistant Regional Director Nerie D. Bueno  in situational report  on national roads and bridges as of  4:00PM,Monday,  that most roads covered under the Benguet Second District Engineering Office (DEO) experienced road closure due landslide   resulting from the continuous rains since Friday afternoon. Clearing operations are ongoing along portions of Acop-Kapangan-Kibungan-Bakun road particularly K0287 + 200 Taba-ao sections in Kapangan, K030 + 850 Saddle in Kibungan, K0348 + 900 Mabuhay and K0349 + 600 Gakian sections in Gambang, Bakun which are closed to traffic due to landslide. Still in the same road stretch, K0284+500 Gawa section in Kapangan and K0339 + 400 Malikliko in Ampusongan, Bakun were already open to traffic with further o","K0348 + 900 Mabuhay And K0349 + 600 Gakian Sections In Gambang, Bakun",10km,landslide,tropical_cyclone,medium,unknown,,,Trami,,,glc,5374.0,Philippines,PH,Cordillera Administrative Region,3370.0,Gambang,2.95288,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,120.7617,16.7667
gulfnews.com,http://gulfnews.com/news/world/philippines/death-toll-from-typhoon-parma-rains-hits-304-1.513842,1223,10/05/2009 12:00:00 AM,,"Lower Kitma, Marcos highway in Tuba town, Benguet province, near Baguio City ","A Filipino carries his child as they cross the collapsed Marcos highway in Tuba town, Benguet province, near Baguio City, northern Philippines, on Monday. The death toll from massive landslides and floods brought about by a typhoon in the northern Philippines climbed 300 as rescuers retrieved more bodies from the deluge. Over 40 landslides have decimated communities across the western half of the rugged Cordillera mountain range.","Lower Kitma, Marcos highway in Tuba town, Benguet province, near Baguio City ",5km,landslide,tropical_cyclone,medium,unknown,8.0,,Tropical Depression Parma,,,glc,1223.0,Philippines,PH,Cordillera Administrative Region,272714.0,Baguio,1.64711,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,120.597,16.402
GMA News,http://www.gmanetwork.com/news/story/372265/news/regions/ndrrmc-1-hurt-1-714-affected-by-flash-flood-landslide-in-misamis-oriental,6180,07/26/2014 02:00:00 AM,,"Claveria, Misamis Oriental","At least one person was injured while some 1,714 people were affected by a flash flood and landslide that hit Misamis Oriental last weekend, the National Disaster Risk Reduction and Management Council said early Monday. In its report, the NDRRMC said the flash flood and landslide occurred at 2 a.m. last Saturday in Balingasag, Claveria, Jasaan and Villanueva towns in Misamis Oriental. The NDRRMC said 374 families or 1,714 people were affected, while one Rudy Itom Janubas was injured. Some nine houses were destroyed while 365 were damaged in Balingasag, Jasaan, Villanueva, Claveria, Lagonglong and Tagoloan towns. On the other hand, the NDRRMC said a landslide eroded a portion of the road in Barangay Natubo in Jasaan, causing P540,000 in damage. Two spillways in Barangay Anle in Claveria were washed out, while crops in Barangays Gumaod and Cabacungan in Claveria and in Barangay Binitinan in Balingasag were damaged.","Claveria, Misamis Oriental",5km,landslide,downpour,medium,unknown,0.0,1.0,,,,glc,6180.0,Philippines,PH,Northern Mindanao,7784.0,Claveria,0.39484,08/24/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,124.8964,8.6068
Rappler,https://www.rappler.com/nation/47939-death-toll-lpa-january14,5774,01/13/2014 09:00:00 AM,,Pan - Philippine Hwy Prosperidad,"MANILA, Philippines – The death toll from floods and landslides brought by a low pressure area that struck towns in Mindanao has risen to 23, based on reports from disaster response officials.At least 14 were also reported missing. Eight were killed in Davao Oriental, 6 of them killed in a landslide in Bangol, Tarragona: Ramil Legaspi, Niño Madindin, Alfredo Moses, Roy Baron, Misael Cabales, and Boy Arenas. The other two were killed in another landslide in Tagum City and flooding in Lupon town. Five were killed in Compostela Valley due to landslides or drowning. Among them was 2-year-old January Ann Aquino, who died of drowning in Babag, Monkayo, and 6-year-old Jenemae Gonzales, who died in a landslide in Mt Diwata, also in Monkayo. Six were killed in Dinagat Islands also because of landslides. Four were killed in Agusan Del Sur (1), Zamboanga Del Sur (2), and Zamboanga Del Norte (1).  ",Pan - Philippine Hwy Prosperidad,5km,landslide,tropical_cyclone,large,unknown,1.0,0.0,Agaton,,,glc,5774.0,Philippines,PH,Caraga,28643.0,Bah-Bah,2.11002,08/24/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,125.9211,8.6251
globalnation.inquirer,http://globalnation.inquirer.net/cebudailynews/news/view/20110209-319313/DPWH-urged-to-use-nets-atop-highway,3089,02/05/2011 12:00:00 AM,,"Transcentral hwy, Balamban municipality, Cebu","02/09/2011  THE Balamban municipal government called on the Department of Public Works and Highways (DPWH) to install steel nets on the mountainsides of the Transcentral Highway to cushion the effect of landslides.  Balamban Mayor Ace Stefan Binghay said they contacted the DPWH to clear the highway following last Saturday's landslide since it is a national road project.  A heavy downpour caused rocks and soil to fall and pile up in the center of the highway, blocking motorists.  Binghay said the DPWH failed to send personnel, forcing them to clear the area themselves.  Three landslides occurred along the Transcentral Highway since January with last Saturday being the latest incident. ","Transcentral hwy, Balamban municipality, Cebu",10km,landslide,downpour,medium,unknown,0.0,,,,,glc,3089.0,Philippines,PH,Central Visayas,22283.0,Balamban,8.31542,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,123.7756,10.4578
news24,http://www.news24.com/World/News/61-killed-in-back-to-back-storms-20110801,3856,07/28/2011 12:00:00 AM,,Bohol,"Manila - At least 61 people were killed in back-to-back storms in the Philippines, which was bracing for another cyclone, a government agency said on Monday.  The Office of Civil Defence said four people were killed in the latest storm to have pummelled the country since Thursday.  Two of the fatalities from Typhoon Muifa drowned in the Manila Bay area while two were buried in landslides in the central island province of Bohol.  Muifa with maximum sustained winds of 175km/h and gusts of up to 210km/h did not make landfall but caused heavy rains.  The weather bureau said Muifa was located on Monday morning off the northernmost island of Batanes and was moving at nine kilometres per hour in the general direction of Okinawa, Japan.  A ferry sank on Sunday in the central Philippines after it was battered by huge waves, but all of its more than 100 passengers and crew were rescued, the Office of Civil Defence said.  The office said the death toll in Tropical Storm Nock-Ten, which hit the Ph",Bohol,unknown,landslide,downpour,medium,unknown,2.0,,,,,glc,3856.0,Philippines,PH,Central Visayas,2116.0,Valle Hermoso,1.37345,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,124.2467,9.8011
globalnation.inquirer,http://globalnation.inquirer.net/cebudailynews/visayas/view/20110129-317291/E-Visayas-areas-told-to-monitor-landslides,3063,01/27/2011 12:00:00 AM,,"between villages Magkasag(?) and Punta(?), Libangon(Libagon) town, southern Leyte","01/29/2011  TACLOBAN CITY — The regional office of the Office of Civil Defense in Eastern Visayas yesterday renewed its appeal for local government units to continue their monitoring as heavy rains continue to batter the region.  Rey Gozon, OCD-Region 8 officer-in-charge, said that on Thursday alone heavy rains triggered two landslides in Southern Leyte—one between the villages of Magkasag and Punta in Libangon town, the other in barangay Molopolo in Macrohon town. Gozon said there were no reported casualties or damage to property in both incidents. ","between villages Magkasag(?) and Punta(?), Libangon(Libagon) town, southern Leyte",25km,landslide,downpour,small,unknown,0.0,,,,,glc,3063.0,Philippines,PH,Eastern Visayas,0.0,Libagon,4.97486,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,125.0778,10.3402
IndiaVision,http://www.indiavision.com/news/article/international/141693/,2927,01/02/2011 12:00:00 AM,,"Tacloban City, Leyte province","A landslide also closed a highway in Tacloban City in nearby Leyte province, while floods struck the provinces of Eastern Samar, Western Samar and Northern Samar, the Office of Civil Defence said.","Tacloban City, Leyte province",25km,landslide,downpour,medium,above_road,0.0,,,,,glc,2927.0,Philippines,PH,Eastern Visayas,189090.0,Panalanoy,0.70837,01/06/2016 07:22:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,124.9944,11.2462
newsinfo.inquirer.net,http://newsinfo.inquirer.net/348655/comval-villagers-flee-from-landslide,4737,01/28/2013 07:00:00 PM,,"Maco, Compostela Valley","Scores of families fled their homes after a heavy downpour caused a landslide in a village in Maco, Compostela Valley, on Sunday, authorities said. Several houses were washed away after a river in Barangay Mainit Òchanged courseÓ following the landslide at past 7 p.m., according to Abel Dagoon, barangay chief.  Read more: http://newsinfo.inquirer.net/348655/comval-villagers-flee-from-landslide#ixzz2TUtZ883k  ","Maco, Compostela Valley",5km,landslide,rain,medium,unknown,,,,,,glc,4737.0,Philippines,PH,Davao,4400.0,Andili,6.07619,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,126.0011,7.4166
